protein_id	protein_name	genome_name	genome_id	length
AGO48254.1--GCA_002600465.1	hypothetical protein PhiSM_gp59	Cellulophaga phage phiSM	GCA_002600465.1	51
AGO48255.1--GCA_002600465.1	VirE	Cellulophaga phage phiSM	GCA_002600465.1	408
AGO48256.1--GCA_002600465.1	hypothetical protein PhiSM_gp61	Cellulophaga phage phiSM	GCA_002600465.1	64
AGO48257.1--GCA_002600465.1	hypothetical protein PhiSM_gp62	Cellulophaga phage phiSM	GCA_002600465.1	340
AGO48258.1--GCA_002600465.1	hypothetical protein PhiSM_gp63	Cellulophaga phage phiSM	GCA_002600465.1	333
AGO48259.1--GCA_002600465.1	hypothetical protein PhiSM_gp64	Cellulophaga phage phiSM	GCA_002600465.1	60
AGO48260.1--GCA_002600465.1	hypothetical protein PhiSM_gp65	Cellulophaga phage phiSM	GCA_002600465.1	96
AGO48261.1--GCA_002600465.1	hypothetical protein PhiSM_gp66	Cellulophaga phage phiSM	GCA_002600465.1	83
AGO48262.1--GCA_002600465.1	hypothetical protein PhiSM_gp67	Cellulophaga phage phiSM	GCA_002600465.1	122
AGO48263.1--GCA_002600465.1	hypothetical protein PhiSM_gp68	Cellulophaga phage phiSM	GCA_002600465.1	57
AGO48264.1--GCA_002600465.1	hypothetical protein PhiSM_gp69	Cellulophaga phage phiSM	GCA_002600465.1	150
AGO48265.1--GCA_002600465.1	hypothetical protein PhiSM_gp70	Cellulophaga phage phiSM	GCA_002600465.1	105
AGO48266.1--GCA_002600465.1	hypothetical protein PhiSM_gp71	Cellulophaga phage phiSM	GCA_002600465.1	221
AGO48267.1--GCA_002600465.1	hypothetical protein PhiSM_gp72	Cellulophaga phage phiSM	GCA_002600465.1	109
AGO48268.1--GCA_002600465.1	hypothetical protein PhiSM_gp73	Cellulophaga phage phiSM	GCA_002600465.1	53
AGO48269.1--GCA_002600465.1	hypothetical protein PhiSM_gp74	Cellulophaga phage phiSM	GCA_002600465.1	104
AGO48270.1--GCA_002600465.1	hypothetical protein PhiSM_gp75	Cellulophaga phage phiSM	GCA_002600465.1	176
AGO48271.1--GCA_002600465.1	hypothetical protein PhiSM_gp76	Cellulophaga phage phiSM	GCA_002600465.1	51
AGO48272.1--GCA_002600465.1	hypothetical protein PhiSM_gp77	Cellulophaga phage phiSM	GCA_002600465.1	155
AGO48273.1--GCA_002600465.1	hypothetical protein PhiSM_gp78	Cellulophaga phage phiSM	GCA_002600465.1	196
AGO48274.1--GCA_002600465.1	hypothetical protein PhiSM_gp79	Cellulophaga phage phiSM	GCA_002600465.1	93
AGO48275.1--GCA_002600465.1	hypothetical protein PhiSM_gp80	Cellulophaga phage phiSM	GCA_002600465.1	58
AGO48276.1--GCA_002600465.1	hypothetical protein PhiSM_gp81	Cellulophaga phage phiSM	GCA_002600465.1	34
AEK81916.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	131
AEK81917.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	77
AEK81918.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	52
AEK81919.1--GCA_000892955.1	terminase large subunit	Salmonella phage 7-11	GCA_000892955.1	494
AEK81920.1--GCA_000892955.1	portal protein	Salmonella phage 7-11	GCA_000892955.1	783
AEK81921.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	75
AEK81922.1--GCA_000892955.1	scaffolding protein	Salmonella phage 7-11	GCA_000892955.1	350
AEK81923.1--GCA_000892955.1	major head protein	Salmonella phage 7-11	GCA_000892955.1	312
AEK81924.1--GCA_000892955.1	major head protein	Salmonella phage 7-11	GCA_000892955.1	585
AEK81925.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	94
AEK81926.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	63
AEK81927.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	229
AEK81928.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	258
AEK81929.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	976
AEK81930.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	146
AEK81931.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	83
AEK81932.1--GCA_000892955.1	putative structural protein	Salmonella phage 7-11	GCA_000892955.1	296
AEK81933.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	571
AEK81934.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	74
AEK81935.1--GCA_000892955.1	putative DNA injection protein	Salmonella phage 7-11	GCA_000892955.1	412
AEK81936.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	299
AEK81937.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	181
AEK81938.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	545
AEK81939.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	650
AEK81940.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	41
AEK81941.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	488
AEK81942.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	408
AEK81943.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	43
AEK81944.1--GCA_000892955.1	putative endonuclease	Salmonella phage 7-11	GCA_000892955.1	142
AEK81945.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	139
AEK81946.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	111
AEK81947.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	234
AEK81948.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	91
AEK81949.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	55
AEK81950.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	46
AEK81951.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	106
AEK81952.1--GCA_000892955.1	putative GTP-binding protein	Salmonella phage 7-11	GCA_000892955.1	116
AEK81953.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	56
AEK81954.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	75
AEK81955.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	146
AEK81956.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	79
AEK81957.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	123
AEK81958.1--GCA_000892955.1	ATP-dependent DNA ligase	Salmonella phage 7-11	GCA_000892955.1	362
AEK81959.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	164
AEK81960.1--GCA_000892955.1	5'-3' exonuclease	Salmonella phage 7-11	GCA_000892955.1	303
AEK81961.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	61
AEK81962.1--GCA_000892955.1	RNA polymerase ECF sigma factor	Salmonella phage 7-11	GCA_000892955.1	185
AEK81963.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	257
AEK81964.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	140
AEK81965.1--GCA_000892955.1	putative endolysin	Salmonella phage 7-11	GCA_000892955.1	130
AEK81966.1--GCA_000892955.1	putative serine/threonine phosphatase	Salmonella phage 7-11	GCA_000892955.1	181
AEK81967.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	138
AEK81968.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	70
AEK81969.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	66
AEK81970.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	70
AEK81971.1--GCA_000892955.1	putative Sir2-like protein	Salmonella phage 7-11	GCA_000892955.1	250
AEK81972.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	234
AEK81973.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	60
AEK81974.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	72
AEK81975.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	67
AEK81976.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	66
AEK81977.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	37
AEK81978.1--GCA_000892955.1	DNA polymerase	Salmonella phage 7-11	GCA_000892955.1	611
AEK81979.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	94
AEK81980.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	89
AEK81981.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	97
AEK81982.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	152
AEK81983.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	113
AEK81984.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	55
AEK81985.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	56
AEK81986.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	166
AEK81987.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	99
AEK81988.1--GCA_000892955.1	DNA-binding protein	Salmonella phage 7-11	GCA_000892955.1	146
AEK81989.1--GCA_000892955.1	thymidylate synthase	Salmonella phage 7-11	GCA_000892955.1	226
AEK81990.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	69
AEK81991.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	56
AEK81992.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	77
AEK81993.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	88
AEK81994.1--GCA_000892955.1	thiol-disulphide isomerase and thioredoxin	Salmonella phage 7-11	GCA_000892955.1	98
AEK81995.1--GCA_000892955.1	PhoH-like protein	Salmonella phage 7-11	GCA_000892955.1	247
AEK81996.1--GCA_000892955.1	dCTP deaminase	Salmonella phage 7-11	GCA_000892955.1	195
AEK81997.1--GCA_000892955.1	DNA polymerase	Salmonella phage 7-11	GCA_000892955.1	168
AEK81998.1--GCA_000892955.1	putative endonuclease	Salmonella phage 7-11	GCA_000892955.1	138
AEK81999.1--GCA_000892955.1	primase/helicase	Salmonella phage 7-11	GCA_000892955.1	600
AEK82000.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	167
AEK82001.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	220
AEK82002.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	62
AEK82003.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	129
AEK82004.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	87
AEK82005.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	106
AEK82006.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	67
AEK82007.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	69
AEK82008.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	60
AEK82009.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	192
AEK82010.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	173
AEK82011.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	68
AEK82012.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	75
AEK82013.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	85
AEK82014.1--GCA_000892955.1	ATP-grasp enzyme	Salmonella phage 7-11	GCA_000892955.1	419
AEK82015.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	83
AEK82016.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	74
AEK82017.1--GCA_000892955.1	glutamine amidotransferase	Salmonella phage 7-11	GCA_000892955.1	649
AEK82018.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	567
AEK82019.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	201
AEK82020.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	267
AEK82021.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	357
AEK82022.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	303
AEK82023.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	131
AEK82024.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	65
AEK82025.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	85
AEK82026.1--GCA_000892955.1	putative endolysin	Salmonella phage 7-11	GCA_000892955.1	141
AEK82027.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	75
AEK82028.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	150
AEK82029.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	64
AEK82030.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	57
AEK82031.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	104
AEK82032.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	27
AEK82033.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	73
AEK82034.1--GCA_000892955.1	nicotinamide phosphoribosyl transferase	Salmonella phage 7-11	GCA_000892955.1	556
AEK82035.1--GCA_000892955.1	putative ribose-phosphate pyrophosphokinase	Salmonella phage 7-11	GCA_000892955.1	294
AEK82036.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	213
AEK82037.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	234
AEK82038.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	208
AEK82039.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	46
AEK82040.1--GCA_000892955.1	putative ATPase	Salmonella phage 7-11	GCA_000892955.1	402
AEK82041.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	62
AEK82042.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	72
AEK82043.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	71
AEK82044.1--GCA_000892955.1	putative anti-sigma factor Srd	Salmonella phage 7-11	GCA_000892955.1	172
AEK82045.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	104
AEK82046.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	80
AEK82047.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	50
AEK82048.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	76
AEK82049.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	64
AEK82050.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	59
AEK82051.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	71
AEK82052.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	149
AEK82053.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	93
AEK82054.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	120
AEK82055.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	52
AEK82056.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	93
AEK82057.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	125
AEK82058.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	133
AEK82059.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	80
AEK82060.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	120
AEK82061.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	62
AEK82062.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	232
AEK82063.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	69
AEK82064.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	120
AEK82065.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	56
AEK82066.1--GCA_000892955.1	hypothetical protein	Salmonella phage 7-11	GCA_000892955.1	205
AFU91980.1--GCA_000903055.1	hypothetical protein STSV2_01	Sulfolobus virus STSV2	GCA_000903055.1	161
AFU91981.1--GCA_000903055.1	hypothetical protein STSV2_02	Sulfolobus virus STSV2	GCA_000903055.1	130
AFU91982.1--GCA_000903055.1	hypothetical protein STSV2_03	Sulfolobus virus STSV2	GCA_000903055.1	146
AFU91983.1--GCA_000903055.1	hypothetical protein STSV2_04	Sulfolobus virus STSV2	GCA_000903055.1	311
AFU91984.1--GCA_000903055.1	hypothetical protein STSV2_05	Sulfolobus virus STSV2	GCA_000903055.1	120
AFU91985.1--GCA_000903055.1	hypothetical protein STSV2_06	Sulfolobus virus STSV2	GCA_000903055.1	181
AFU91986.1--GCA_000903055.1	hypothetical protein STSV2_07	Sulfolobus virus STSV2	GCA_000903055.1	185
AFU91987.1--GCA_000903055.1	hypothetical protein STSV2_08	Sulfolobus virus STSV2	GCA_000903055.1	317
AFU91988.1--GCA_000903055.1	hypothetical protein STSV2_09	Sulfolobus virus STSV2	GCA_000903055.1	299
AFU91989.1--GCA_000903055.1	putative adenine-specific DNA methylase	Sulfolobus virus STSV2	GCA_000903055.1	740
AFU91990.1--GCA_000903055.1	hypothetical protein STSV2_11	Sulfolobus virus STSV2	GCA_000903055.1	81
AFU91991.1--GCA_000903055.1	hypothetical protein STSV2_12	Sulfolobus virus STSV2	GCA_000903055.1	332
AFU91992.1--GCA_000903055.1	thymidylate synthase	Sulfolobus virus STSV2	GCA_000903055.1	257
AFU91993.1--GCA_000903055.1	hypothetical protein STSV2_14	Sulfolobus virus STSV2	GCA_000903055.1	80
AFU91994.1--GCA_000903055.1	hypothetical protein STSV2_15	Sulfolobus virus STSV2	GCA_000903055.1	291
AFU91995.1--GCA_000903055.1	hypothetical protein STSV2_16	Sulfolobus virus STSV2	GCA_000903055.1	185
AFU91996.1--GCA_000903055.1	hypothetical protein STSV2_17	Sulfolobus virus STSV2	GCA_000903055.1	106
AFU91997.1--GCA_000903055.1	hypothetical protein STSV2_18	Sulfolobus virus STSV2	GCA_000903055.1	353
AFU91998.1--GCA_000903055.1	hypothetical protein STSV2_19	Sulfolobus virus STSV2	GCA_000903055.1	361
AFU91999.1--GCA_000903055.1	hypothetical protein STSV2_20	Sulfolobus virus STSV2	GCA_000903055.1	403
AFU92000.1--GCA_000903055.1	hypothetical protein STSV2_21	Sulfolobus virus STSV2	GCA_000903055.1	355
AFU92001.1--GCA_000903055.1	hypothetical protein STSV2_22	Sulfolobus virus STSV2	GCA_000903055.1	106
AFU92002.1--GCA_000903055.1	hypothetical protein STSV2_23	Sulfolobus virus STSV2	GCA_000903055.1	424
AFU92003.1--GCA_000903055.1	hypothetical protein STSV2_24	Sulfolobus virus STSV2	GCA_000903055.1	268
AFU92004.1--GCA_000903055.1	hypothetical protein STSV2_25	Sulfolobus virus STSV2	GCA_000903055.1	327
AFU92005.1--GCA_000903055.1	polysaccharide biosynthesis-related protein	Sulfolobus virus STSV2	GCA_000903055.1	468
AFU92006.1--GCA_000903055.1	hypothetical protein STSV2_27	Sulfolobus virus STSV2	GCA_000903055.1	105
AFU92007.1--GCA_000903055.1	hypothetical protein STSV2_28	Sulfolobus virus STSV2	GCA_000903055.1	100
AFU92008.1--GCA_000903055.1	hypothetical protein STSV2_29	Sulfolobus virus STSV2	GCA_000903055.1	251
AFU92009.1--GCA_000903055.1	dUTPase	Sulfolobus virus STSV2	GCA_000903055.1	172
AFU92010.1--GCA_000903055.1	hypothetical protein STSV2_31	Sulfolobus virus STSV2	GCA_000903055.1	2355
AFU92011.1--GCA_000903055.1	hypothetical protein STSV2_32	Sulfolobus virus STSV2	GCA_000903055.1	332
AFU92012.1--GCA_000903055.1	hypothetical protein STSV2_33	Sulfolobus virus STSV2	GCA_000903055.1	147
AFU92013.1--GCA_000903055.1	hypothetical protein STSV2_34	Sulfolobus virus STSV2	GCA_000903055.1	749
AFU92014.1--GCA_000903055.1	hypothetical protein STSV2_35	Sulfolobus virus STSV2	GCA_000903055.1	166
AFU92015.1--GCA_000903055.1	hypothetical protein STSV2_36	Sulfolobus virus STSV2	GCA_000903055.1	119
AFU92016.1--GCA_000903055.1	coat protein	Sulfolobus virus STSV2	GCA_000903055.1	145
AFU92017.1--GCA_000903055.1	hypothetical protein STSV2_38	Sulfolobus virus STSV2	GCA_000903055.1	740
AFU92018.1--GCA_000903055.1	hypothetical protein STSV2_39	Sulfolobus virus STSV2	GCA_000903055.1	200
AFU92019.1--GCA_000903055.1	hypothetical protein STSV2_40	Sulfolobus virus STSV2	GCA_000903055.1	161
AFU92020.1--GCA_000903055.1	hypothetical protein STSV2_41	Sulfolobus virus STSV2	GCA_000903055.1	107
AFU92021.1--GCA_000903055.1	hypothetical protein STSV2_42	Sulfolobus virus STSV2	GCA_000903055.1	121
AFU92022.1--GCA_000903055.1	hypothetical protein STSV2_43	Sulfolobus virus STSV2	GCA_000903055.1	182
AFU92023.1--GCA_000903055.1	hypothetical protein STSV2_44	Sulfolobus virus STSV2	GCA_000903055.1	78
AFU92024.1--GCA_000903055.1	hypothetical protein STSV2_45	Sulfolobus virus STSV2	GCA_000903055.1	208
AFU92025.1--GCA_000903055.1	hypothetical protein STSV2_46	Sulfolobus virus STSV2	GCA_000903055.1	207
AFU92026.1--GCA_000903055.1	hypothetical protein STSV2_47	Sulfolobus virus STSV2	GCA_000903055.1	327
AFU92027.1--GCA_000903055.1	putative ATPase	Sulfolobus virus STSV2	GCA_000903055.1	526
AFU92028.1--GCA_000903055.1	hypothetical protein STSV2_49	Sulfolobus virus STSV2	GCA_000903055.1	297
AFU92029.1--GCA_000903055.1	IS605 ORFB family protein	Sulfolobus virus STSV2	GCA_000903055.1	427
AFU92030.1--GCA_000903055.1	hypothetical protein STSV2_51	Sulfolobus virus STSV2	GCA_000903055.1	82
AFU92031.1--GCA_000903055.1	hypothetical protein STSV2_52	Sulfolobus virus STSV2	GCA_000903055.1	1547
AFU92032.1--GCA_000903055.1	hypothetical protein STSV2_53	Sulfolobus virus STSV2	GCA_000903055.1	116
AFU92033.1--GCA_000903055.1	putative integrase	Sulfolobus virus STSV2	GCA_000903055.1	183
AFU92034.1--GCA_000903055.1	hypothetical protein STSV2_55	Sulfolobus virus STSV2	GCA_000903055.1	146
AFU92035.1--GCA_000903055.1	hypothetical protein STSV2_56	Sulfolobus virus STSV2	GCA_000903055.1	142
AFU92036.1--GCA_000903055.1	hypothetical protein STSV2_57	Sulfolobus virus STSV2	GCA_000903055.1	112
AFU92037.1--GCA_000903055.1	hypothetical protein STSV2_58	Sulfolobus virus STSV2	GCA_000903055.1	141
AFU92038.1--GCA_000903055.1	putative cytosine methylase	Sulfolobus virus STSV2	GCA_000903055.1	412
AFU92039.1--GCA_000903055.1	hypothetical protein STSV2_60	Sulfolobus virus STSV2	GCA_000903055.1	127
AFU92040.1--GCA_000903055.1	glycosyltransferase group I	Sulfolobus virus STSV2	GCA_000903055.1	330
AFU92041.1--GCA_000903055.1	integral membrane protein	Sulfolobus virus STSV2	GCA_000903055.1	611
AFU92042.1--GCA_000903055.1	hypothetical protein STSV2_63	Sulfolobus virus STSV2	GCA_000903055.1	105
AFU92043.1--GCA_000903055.1	putative nucleoside-diphosphate-sugar epimerase	Sulfolobus virus STSV2	GCA_000903055.1	320
AFU92044.1--GCA_000903055.1	putative N4-cytosine methylase	Sulfolobus virus STSV2	GCA_000903055.1	297
AFU92045.1--GCA_000903055.1	IS605 ORFB family protein	Sulfolobus virus STSV2	GCA_000903055.1	416
AFU92046.1--GCA_000903055.1	hypothetical protein STSV2_67	Sulfolobus virus STSV2	GCA_000903055.1	160
AFU92047.1--GCA_000903055.1	hypothetical protein STSV2_68	Sulfolobus virus STSV2	GCA_000903055.1	254
AFU92048.1--GCA_000903055.1	hypothetical protein STSV2_69	Sulfolobus virus STSV2	GCA_000903055.1	343
AFU92049.1--GCA_000903055.1	hypothetical protein STSV2_70	Sulfolobus virus STSV2	GCA_000903055.1	104
AFU92050.1--GCA_000903055.1	hypothetical protein STSV2_71	Sulfolobus virus STSV2	GCA_000903055.1	69
AFU92051.1--GCA_000903055.1	hypothetical protein STSV2_72	Sulfolobus virus STSV2	GCA_000903055.1	206
AFU92052.1--GCA_000903055.1	hypothetical protein STSV2_73	Sulfolobus virus STSV2	GCA_000903055.1	133
AFU92053.1--GCA_000903055.1	hypothetical protein STSV2_74	Sulfolobus virus STSV2	GCA_000903055.1	290
AFU92054.1--GCA_000903055.1	hypothetical protein STSV2_75	Sulfolobus virus STSV2	GCA_000903055.1	272
AGC34373.1--GCA_000905075.1	hypothetical protein HVTV1_1	Halovirus HVTV-1	GCA_000905075.1	195
AGC34374.1--GCA_000905075.1	hypothetical protein HVTV1_2	Halovirus HVTV-1	GCA_000905075.1	54
AGC34375.1--GCA_000905075.1	hypothetical protein HVTV1_3	Halovirus HVTV-1	GCA_000905075.1	96
AGC34376.1--GCA_000905075.1	hypothetical protein HVTV1_4	Halovirus HVTV-1	GCA_000905075.1	50
AGC34377.1--GCA_000905075.1	hypothetical protein HVTV1_5	Halovirus HVTV-1	GCA_000905075.1	93
AGC34378.1--GCA_000905075.1	hypothetical protein HVTV1_6	Halovirus HVTV-1	GCA_000905075.1	63
AGC34379.1--GCA_000905075.1	hypothetical protein HVTV1_7	Halovirus HVTV-1	GCA_000905075.1	45
AGC34380.1--GCA_000905075.1	hypothetical protein HVTV1_8	Halovirus HVTV-1	GCA_000905075.1	45
AGC34381.1--GCA_000905075.1	hypothetical protein HVTV1_9	Halovirus HVTV-1	GCA_000905075.1	77
AGC34382.1--GCA_000905075.1	hypothetical protein HVTV1_10	Halovirus HVTV-1	GCA_000905075.1	80
AGC34383.1--GCA_000905075.1	hypothetical protein HVTV1_12	Halovirus HVTV-1	GCA_000905075.1	86
